username,timestamp,cpu,ram,disco
LucasBlack,2026-08-20 11:11:37,4.7,55.6,4.4
LucasBlack,2026-08-20 11:11:47,3.6,55.5,4.4
LucasBlack,2026-08-20 11:11:57,3.0,55.5,4.4
LucasBlack,2026-08-20 11:12:07,9.6,56.1,4.2
LucasBlack,2026-08-20 11:12:17,4.5,55.8,4.2
LucasBlack,2026-08-20 11:12:27,2.6,55.7,4.2
LucasBlack,2026-08-20 11:12:37,2.9,55.7,4.2
LucasBlack,2026-08-20 11:12:47,2.4,55.7,4.2
LucasBlack,2026-08-20 11:12:57,2.0,55.4,4.2
LucasBlack,2026-08-20 11:13:07,5.0,55.6,4.2
LucasBlack,2026-08-20 11:13:17,2.2,55.5,4.2
LucasBlack,2026-08-20 11:13:27,1.8,55.5,4.2
LucasBlack,2026-08-20 11:13:37,2.2,55.4,4.2
LucasBlack,2026-08-20 11:13:47,1.8,55.4,4.2
LucasBlack,2026-08-20 11:13:57,1.4,55.4,4.2
LucasBlack,2026-08-20 11:14:07,1.5,55.4,4.2
LucasBlack,2026-08-20 11:14:17,1.8,55.3,4.2
LucasBlack,2026-08-20 11:14:27,2.6,55.3,4.2
LucasBlack,2026-08-20 11:14:37,2.3,55.3,4.2
LucasBlack,2026-08-20 11:14:47,1.8,55.3,4.2
LucasBlack,2026-08-20 11:14:57,1.9,55.3,4.2
LucasBlack,2026-08-20 11:15:07,3.6,54.5,4.4
LucasBlack,2026-08-20 11:15:17,3.2,54.4,4.4
LucasBlack,2026-08-20 11:15:27,2.3,54.4,4.4
LucasBlack,2026-08-20 11:15:37,2.0,54.4,4.4
LucasBlack,2026-08-20 11:15:47,2.4,54.5,4.4
LucasBlack,2026-08-20 11:15:57,1.7,54.5,4.4
LucasBlack,2026-08-20 11:16:07,2.5,54.5,4.4
LucasBlack,2026-08-20 11:16:17,2.6,54.5,4.4
LucasBlack,2026-08-20 11:16:27,2.4,54.5,4.4
LucasBlack,2026-08-20 11:16:37,15.4,56.4,4.3
LucasBlack,2026-08-20 11:16:47,5.0,55.0,4.3
LucasBlack,2026-08-20 11:16:57,2.2,55.0,4.3
LucasBlack,2026-08-20 11:17:07,2.5,54.9,4.3
LucasBlack,2026-08-20 11:17:17,4.1,54.3,4.3
LucasBlack,2026-08-20 11:17:27,1.8,54.1,4.3
LucasBlack,2026-08-20 11:17:37,1.3,54.2,4.3
LucasBlack,2026-08-20 11:17:47,4.0,54.2,4.3
LucasBlack,2026-08-20 11:17:57,1.9,54.1,4.3
LucasBlack,2026-08-20 11:18:07,2.1,54.1,4.3
LucasBlack,2026-08-20 11:18:17,2.4,54.1,4.3
LucasBlack,2026-08-20 11:18:27,2.9,54.1,4.3
LucasBlack,2026-08-20 11:18:37,2.9,54.3,4.3
LucasBlack,2026-08-20 11:18:47,3.5,54.2,4.3
LucasBlack,2026-08-20 11:18:57,2.0,54.2,4.3
LucasBlack,2026-08-20 11:19:07,1.1,54.2,4.3
LucasBlack,2026-08-20 11:19:17,2.8,54.2,4.3
LucasBlack,2026-08-20 11:19:27,1.4,54.2,4.3
LucasBlack,2026-08-20 11:19:37,3.0,53.9,4.3
LucasBlack,2026-08-20 11:19:47,2.2,54.0,4.3
LucasBlack,2026-08-20 11:19:57,1.1,54.0,4.3
LucasBlack,2026-08-20 11:20:07,1.7,54.1,4.3
LucasBlack,2026-08-20 11:20:17,2.3,54.1,4.3
LucasBlack,2026-08-20 11:20:27,1.9,54.0,4.3
LucasBlack,2026-08-20 11:20:37,2.3,54.1,4.3
LucasBlack,2026-08-20 11:20:47,1.8,54.1,4.3
LucasBlack,2026-08-20 11:20:57,2.5,54.1,4.3
LucasBlack,2026-08-20 11:21:07,1.6,54.1,4.3
LucasBlack,2026-08-20 11:21:17,2.2,54.1,4.3
LucasBlack,2026-08-20 11:21:27,2.3,54.1,4.3
LucasBlack,2026-08-20 11:21:37,2.7,54.1,4.3
LucasBlack,2026-08-20 11:21:47,3.6,52.7,4.4
LucasBlack,2026-08-20 11:21:57,1.4,52.7,4.4
LucasBlack,2026-08-20 11:22:07,1.8,52.7,4.4
LucasBlack,2026-08-20 11:22:17,2.9,52.7,4.4
LucasBlack,2026-08-20 11:22:27,3.4,52.8,4.4
LucasBlack,2026-08-20 11:22:37,1.3,52.8,4.4
LucasBlack,2026-08-20 11:22:47,2.5,52.8,4.4
LucasBlack,2026-08-20 11:22:57,3.1,52.9,4.4
LucasBlack,2026-08-20 11:23:07,3.7,52.9,4.4
LucasBlack,2026-08-20 11:23:17,4.3,53.0,4.4
LucasBlack,2026-08-20 11:23:27,1.5,53.0,4.4
LucasBlack,2026-08-20 11:23:37,2.7,53.0,4.4
LucasBlack,2026-08-20 11:23:47,1.8,53.0,4.4
LucasBlack,2026-08-20 11:23:57,2.5,52.9,4.4
LucasBlack,2026-08-20 11:24:07,1.8,52.9,4.4
LucasBlack,2026-08-20 11:24:17,1.4,52.9,4.4
LucasBlack,2026-08-20 11:24:27,4.7,53.2,4.4
LucasBlack,2026-08-20 11:24:37,4.4,53.1,4.4
LucasBlack,2026-08-20 11:24:47,4.6,53.4,4.4
LucasBlack,2026-08-20 11:24:57,4.1,53.2,4.4
LucasBlack,2026-08-20 11:25:07,2.4,53.2,4.4
LucasBlack,2026-08-20 11:25:17,4.0,53.2,4.4
LucasBlack,2026-08-20 11:25:27,3.6,53.1,4.4
LucasBlack,2026-08-20 11:25:37,3.6,53.2,4.4
LucasBlack,2026-08-20 11:25:47,4.3,53.1,4.4
LucasBlack,2026-08-20 11:25:57,3.4,53.1,4.4
LucasBlack,2026-08-20 11:26:07,3.6,53.2,4.4
LucasBlack,2026-08-20 11:26:17,3.9,53.2,4.4
LucasBlack,2026-08-20 11:26:27,3.3,53.2,4.4
LucasBlack,2026-08-20 11:26:37,6.2,53.1,4.4
LucasBlack,2026-08-20 11:26:47,3.1,52.9,4.4
LucasBlack,2026-08-20 11:26:57,3.9,52.9,4.4
LucasBlack,2026-08-20 11:27:07,7.0,53.0,4.4
LucasBlack,2026-08-20 11:27:17,7.1,53.5,4.4
LucasBlack,2026-08-20 11:27:27,5.7,53.6,4.2
LucasBlack,2026-08-20 11:27:37,1.5,53.5,4.2
LucasBlack,2026-08-20 11:27:47,1.2,53.5,4.2
LucasBlack,2026-08-20 11:27:57,2.9,53.5,4.2
LucasBlack,2026-08-20 11:28:07,1.8,53.5,4.2
LucasBlack,2026-08-20 11:28:17,1.5,53.4,4.2
LucasBlack,2026-08-20 11:28:27,1.8,53.5,4.2
LucasBlack,2026-08-20 11:28:37,1.9,53.4,4.2
LucasBlack,2026-08-20 11:28:47,1.8,53.4,4.2
LucasBlack,2026-08-20 11:28:57,2.0,53.3,4.2
LucasBlack,2026-08-20 11:29:07,1.4,53.3,4.2
LucasBlack,2026-08-20 11:29:17,1.8,53.3,4.2
LucasBlack,2026-08-20 11:29:27,3.2,53.3,4.2
LucasBlack,2026-08-20 11:29:37,2.0,53.3,4.2
LucasBlack,2026-08-20 11:29:47,2.2,53.3,4.2
LucasBlack,2026-08-20 11:29:57,2.3,53.3,4.2
LucasBlack,2026-08-20 11:30:07,2.2,53.3,4.2
LucasBlack,2026-08-20 11:30:17,2.2,53.2,4.2
LucasBlack,2026-08-20 11:30:27,3.0,52.7,4.4
LucasBlack,2026-08-20 11:30:37,1.1,52.7,4.4
LucasBlack,2026-08-20 11:30:47,1.5,52.7,4.4
LucasBlack,2026-08-20 11:30:57,1.9,52.7,4.4
LucasBlack,2026-08-20 11:31:07,1.8,52.7,4.4
LucasBlack,2026-08-20 11:31:17,2.6,52.7,4.4
LucasBlack,2026-08-20 11:31:27,1.6,52.8,4.4
LucasBlack,2026-08-20 11:31:37,2.6,52.9,4.4
LucasBlack,2026-08-20 11:31:47,1.8,52.8,4.4
LucasBlack,2026-08-20 11:31:57,1.5,52.8,4.4
LucasBlack,2026-08-20 11:32:07,2.6,52.8,4.4
LucasBlack,2026-08-20 11:32:17,3.3,52.9,4.4
LucasBlack,2026-08-20 11:32:27,1.8,52.7,4.4
LucasBlack,2026-08-20 11:32:37,3.4,52.7,4.4
LucasBlack,2026-08-20 11:32:47,3.1,52.8,4.4
LucasBlack,2026-08-20 11:32:57,2.2,52.8,4.4
LucasBlack,2026-08-20 11:33:07,2.1,52.7,4.4
LucasBlack,2026-08-20 11:33:17,1.7,52.7,4.4
LucasBlack,2026-08-20 11:33:27,4.2,53.0,4.4
LucasBlack,2026-08-20 11:33:37,3.6,52.8,4.4
LucasBlack,2026-08-20 11:33:47,1.8,52.8,4.4
LucasBlack,2026-08-20 11:33:57,2.6,52.8,4.4
LucasBlack,2026-08-20 11:34:07,2.4,52.7,4.4
LucasBlack,2026-08-20 11:34:17,2.1,52.7,4.4
LucasBlack,2026-08-20 11:34:27,2.5,52.8,4.4
LucasBlack,2026-08-20 11:34:37,2.5,52.7,4.4
LucasBlack,2026-08-20 11:34:47,3.2,53.1,4.4
LucasBlack,2026-08-20 11:34:57,1.7,53.1,4.4
LucasBlack,2026-08-20 11:35:07,2.2,53.1,4.4
LucasBlack,2026-08-20 11:35:17,1.5,53.0,4.4
LucasBlack,2026-08-20 11:35:27,2.0,53.0,4.4
LucasBlack,2026-08-20 11:35:37,2.5,53.1,4.4
LucasBlack,2026-08-20 11:35:47,1.4,53.0,4.4
LucasBlack,2026-08-20 11:35:57,2.0,53.1,4.4
LucasBlack,2026-08-20 11:36:07,4.0,53.0,4.4
LucasBlack,2026-08-20 11:36:17,2.3,53.0,4.4
LucasBlack,2026-08-20 11:36:27,2.0,52.9,4.4
LucasBlack,2026-08-20 11:36:37,2.7,53.0,4.4
LucasBlack,2026-08-20 11:36:47,2.3,53.0,4.4
LucasBlack,2026-08-20 11:36:57,2.0,53.0,4.4
LucasBlack,2026-08-20 11:37:07,2.4,52.9,4.4
LucasBlack,2026-08-20 11:37:17,2.9,53.2,4.4
LucasBlack,2026-08-20 11:37:27,2.8,53.1,4.4
LucasBlack,2026-08-20 11:37:37,2.1,53.2,4.4
LucasBlack,2026-08-20 11:37:47,2.5,53.2,4.4
LucasBlack,2026-08-20 11:37:57,1.9,53.2,4.4
LucasBlack,2026-08-20 11:38:07,2.4,53.2,4.4
LucasBlack,2026-08-20 11:38:17,10.6,53.4,4.3
LucasBlack,2026-08-20 11:38:27,2.4,53.3,4.3
LucasBlack,2026-08-20 11:38:37,1.9,53.3,4.3
LucasBlack,2026-08-20 11:38:47,1.6,53.3,4.3
LucasBlack,2026-08-20 11:38:57,2.4,53.3,4.3
LucasBlack,2026-08-20 11:39:07,3.0,53.1,4.3
LucasBlack,2026-08-20 11:39:17,1.8,53.0,4.3
LucasBlack,2026-08-20 11:39:27,2.9,53.0,4.3
LucasBlack,2026-08-20 11:39:37,2.0,53.0,4.3
LucasBlack,2026-08-20 11:39:47,1.5,53.0,4.3
LucasBlack,2026-08-20 11:39:57,1.0,53.0,4.3
LucasBlack,2026-08-20 11:40:07,2.2,53.0,4.3
LucasBlack,2026-08-20 11:40:17,3.2,53.1,4.3
LucasBlack,2026-08-20 11:40:27,1.6,53.0,4.3
LucasBlack,2026-08-20 11:40:37,1.3,53.0,4.3
LucasBlack,2026-08-20 11:40:47,2.6,53.0,4.3
LucasBlack,2026-08-20 11:40:57,1.9,53.0,4.3
LucasBlack,2026-08-20 11:41:07,1.9,53.0,4.3
LucasBlack,2026-08-20 11:41:17,2.5,53.0,4.3
LucasBlack,2026-08-20 11:41:27,1.6,53.1,4.3
LucasBlack,2026-08-20 11:41:37,1.6,53.4,4.3
LucasBlack,2026-08-20 11:41:47,4.7,52.6,4.3
LucasBlack,2026-08-20 11:41:57,1.6,52.5,4.3
LucasBlack,2026-08-20 11:42:07,1.1,52.5,4.3
LucasBlack,2026-08-20 11:42:17,3.1,52.6,4.3
LucasBlack,2026-08-20 11:42:27,2.1,52.4,4.3
LucasBlack,2026-08-20 11:42:37,2.1,52.5,4.3
LucasBlack,2026-08-20 11:42:47,1.7,52.5,4.3
LucasBlack,2026-08-20 11:42:57,2.2,52.5,4.3
LucasBlack,2026-08-20 11:43:07,1.9,52.4,4.3
LucasBlack,2026-08-20 11:43:17,1.9,52.4,4.3
LucasBlack,2026-08-20 11:43:27,1.4,52.3,4.2
LucasBlack,2026-08-20 11:43:37,1.3,52.2,4.2
LucasBlack,2026-08-20 11:43:47,2.7,52.2,4.2
LucasBlack,2026-08-20 11:43:57,2.4,52.2,4.2
LucasBlack,2026-08-20 11:44:07,1.3,52.2,4.2
LucasBlack,2026-08-20 11:44:17,1.4,52.2,4.2
LucasBlack,2026-08-20 11:44:27,2.2,52.2,4.2
LucasBlack,2026-08-20 11:44:37,1.2,52.2,4.2
LucasBlack,2026-08-20 11:44:47,1.9,52.2,4.2
LucasBlack,2026-08-20 11:44:57,1.9,52.2,4.2
LucasBlack,2026-08-20 11:45:07,2.7,52.2,4.2
LucasBlack,2026-08-20 11:45:17,1.4,52.2,4.2
LucasBlack,2026-08-20 11:45:27,1.8,52.2,4.2
LucasBlack,2026-08-20 11:45:37,1.9,52.2,4.2
LucasBlack,2026-08-20 11:45:47,2.0,52.2,4.2
LucasBlack,2026-08-20 11:45:57,1.8,52.2,4.2
LucasBlack,2026-08-20 11:46:07,2.6,52.3,4.2
LucasBlack,2026-08-20 11:46:17,4.0,52.3,4.2
LucasBlack,2026-08-20 11:46:27,1.1,52.3,4.2
LucasBlack,2026-08-20 11:46:37,1.7,52.3,4.2
LucasBlack,2026-08-20 11:46:47,2.1,52.3,4.2
LucasBlack,2026-08-20 11:46:57,2.4,52.3,4.2
LucasBlack,2026-08-20 11:47:07,1.8,52.3,4.2
LucasBlack,2026-08-20 11:47:17,2.8,52.5,4.2
LucasBlack,2026-08-20 11:47:27,1.3,52.4,4.2
LucasBlack,2026-08-20 11:47:37,1.1,52.4,4.2
LucasBlack,2026-08-20 11:47:47,3.4,52.5,4.2
LucasBlack,2026-08-20 11:47:57,3.0,52.5,4.2
LucasBlack,2026-08-20 11:48:07,1.3,52.5,4.2
LucasBlack,2026-08-20 11:48:17,1.7,52.5,4.2
LucasBlack,2026-08-20 11:48:27,2.7,52.4,4.2
LucasBlack,2026-08-20 11:48:37,1.5,52.4,4.2
LucasBlack,2026-08-20 11:48:47,2.1,52.5,4.2
LucasBlack,2026-08-20 11:48:57,1.3,52.5,4.2
LucasBlack,2026-08-20 11:49:07,2.4,52.5,4.2
LucasBlack,2026-08-20 11:49:17,1.4,52.5,4.2
LucasBlack,2026-08-20 11:49:27,1.6,52.5,4.2
LucasBlack,2026-08-20 11:49:37,1.9,52.5,4.2
LucasBlack,2026-08-20 11:49:47,2.6,52.6,4.2
LucasBlack,2026-08-20 11:49:57,3.9,52.7,4.2
LucasBlack,2026-08-20 11:50:07,3.1,52.7,4.2
LucasBlack,2026-08-20 11:50:17,3.3,52.7,4.2
LucasBlack,2026-08-20 11:50:27,2.6,52.6,4.2
LucasBlack,2026-08-20 11:50:37,2.8,52.7,4.2
LucasBlack,2026-08-20 11:50:47,3.1,52.7,4.2
LucasBlack,2026-08-20 11:50:57,4.1,52.7,4.2
LucasBlack,2026-08-20 11:51:07,4.1,52.7,4.2
LucasBlack,2026-08-20 11:51:17,3.8,52.7,4.2
LucasBlack,2026-08-20 11:51:27,3.1,52.6,4.2
LucasBlack,2026-08-20 11:51:37,3.8,52.6,4.2
LucasBlack,2026-08-20 11:51:47,2.9,52.7,4.2
LucasBlack,2026-08-20 11:51:57,7.2,53.5,4.2
LucasBlack,2026-08-20 11:52:07,5.9,53.8,4.1
LucasBlack,2026-08-20 11:52:17,3.4,53.8,4.1
LucasBlack,2026-08-20 11:52:27,3.7,53.7,4.1
LucasBlack,2026-08-20 11:52:37,3.1,53.6,4.1
LucasBlack,2026-08-20 11:52:47,3.0,53.6,4.1
LucasBlack,2026-08-20 11:52:57,3.6,53.5,4.1
LucasBlack,2026-08-20 11:53:07,3.4,54.3,4.1
LucasBlack,2026-08-20 11:53:17,3.3,54.3,4.1
LucasBlack,2026-08-20 11:53:27,3.2,54.2,4.1
LucasBlack,2026-08-20 11:53:37,4.6,54.2,4.1
LucasBlack,2026-08-20 11:53:47,3.6,54.2,4.1
LucasBlack,2026-08-20 11:53:57,10.5,54.9,4.1
LucasBlack,2026-08-20 11:54:07,10.9,56.0,4.1
LucasBlack,2026-08-20 11:54:17,13.2,56.5,4.1
LucasBlack,2026-08-20 11:54:27,15.9,56.6,4.1
LucasBlack,2026-08-20 11:54:37,12.2,56.8,4.1
LucasBlack,2026-08-20 11:54:48,9.6,57.2,4.1
LucasBlack,2026-08-20 11:54:58,11.3,56.6,4.2
LucasBlack,2026-08-20 11:55:08,8.7,56.1,4.2
LucasBlack,2026-08-20 11:55:18,1.5,55.8,4.2
LucasBlack,2026-08-20 11:55:28,5.2,55.7,4.2
LucasBlack,2026-08-20 11:55:38,1.9,55.4,4.2
LucasBlack,2026-08-20 11:55:48,2.2,55.4,4.2
LucasBlack,2026-08-20 11:55:58,3.9,55.4,4.2
LucasBlack,2026-08-20 11:56:08,2.7,55.3,4.2
LucasBlack,2026-08-20 11:56:18,1.9,55.3,4.2
LucasBlack,2026-08-20 11:56:28,2.4,55.3,4.2
LucasBlack,2026-08-20 11:56:38,1.2,55.3,4.2
LucasBlack,2026-08-20 11:56:48,5.0,54.6,4.2
LucasBlack,2026-08-20 11:56:58,3.0,54.7,4.2
LucasBlack,2026-08-20 11:57:08,1.7,54.8,4.2
LucasBlack,2026-08-20 11:57:18,2.7,54.9,4.2
LucasBlack,2026-08-20 11:57:28,2.2,54.5,4.2
LucasBlack,2026-08-20 11:57:38,2.6,54.5,4.2
LucasBlack,2026-08-20 11:57:48,1.6,54.5,4.2
LucasBlack,2026-08-20 11:57:58,1.8,54.5,4.2
LucasBlack,2026-08-20 11:58:08,2.7,54.5,4.2
LucasBlack,2026-08-20 11:58:18,2.1,54.5,4.2
LucasBlack,2026-08-20 11:58:28,2.3,54.4,4.2
LucasBlack,2026-08-20 11:58:38,2.7,54.4,4.2
LucasBlack,2026-08-20 11:58:48,1.8,54.5,4.2
LucasBlack,2026-08-20 11:58:58,4.2,55.0,4.0
LucasBlack,2026-08-20 11:59:08,2.1,55.0,4.0
LucasBlack,2026-08-20 11:59:18,1.9,55.0,4.0
LucasBlack,2026-08-20 11:59:28,12.5,55.6,4.0
LucasBlack,2026-08-20 11:59:38,5.5,55.5,4.0
LucasBlack,2026-08-20 11:59:48,3.4,55.5,4.0
LucasBlack,2026-08-20 11:59:58,5.9,55.1,4.0

